nta,violation_count,violation_lead,violation_mold,violation_pests,violation_heat,violation_health_total,violation_severity_score,violation_class_A,violation_class_B,violation_class_C,violation_class_I,complaint_count,problem_count,complaint_heat,complaint_mold,complaint_pests,complaint_lead,complaint_water,complaint_health_total,complaint_severity_score,nta_code,borough,building_count,violation_per_bldg,violation_health_per_bldg,complaint_per_bldg,complaint_health_per_bldg,violation_per_bldg_pctl,complaint_per_bldg_pctl,violation_health_per_bldg_pctl,complaint_health_per_bldg_pctl,asthma_rate_per_10k,lead_rate_per_1k,asthma_pctl,lead_pctl,total_units,pct_pre_1950,pct_pre_1978,avg_building_age,median_year_built,median_income,pct_white,pct_black,pct_hispanic,building_age_score,income_adjustment,complaint_health_adjusted,complaints_score_adjusted,asthma_match,asthma_match_score,lead_match,lead_match_score,violations_score,complaints_score,asthma_score,lead_score,housing_health_index,risk_tier,index_rank
College Point,6901.0,116.0,114.0,4044.0,328.0,4463.0,10716.0,2065.0,1469.0,1173.0,2194.0,1971.0,3357.0,999.0,160.0,382.0,243.0,1565.0,2350.0,3357.0,QN0701,Queens,660.0,10.456060606060609,6.762121212121212,2.9863636363636363,3.560606060606061,14.85148514851485,10.396039603960396,25.247524752475247,11.386138613861387,144.84285714285716,9.1,46.192893401015226,29.385964912280706,2660.0,51.223241590214066,69.41896024464832,72.20030581039755,1940.0,84981.5,30.567642930107013,17.63424418691081,28.047324460527907,18.090452261306535,1.0,3.560606060606061,11.0,College Point,1.0,College Point,1.0,25.247524752475247,11.0,46.192893401015226,29.385964912280706,25.77977606891838,Moderate Risk,209
Financial District-Battery Park City,2588.0,70.0,108.0,940.0,194.0,1263.0,4469.0,975.0,629.0,626.0,358.0,2377.0,4362.0,1087.0,296.0,348.0,224.0,1764.0,2632.0,4362.0,MN0101,Manhattan,198.0,13.070707070707073,6.378787878787879,12.005050505050503,13.292929292929292,27.22772277227723,63.366336633663366,20.2970297029703,61.88118811881188,39.16818181818182,1.9,8.121827411167512,1.3157894736842104,22814.0,65.66265060240963,73.49397590361446,95.75301204819276,1920.0,112969.0,51.369159385915786,13.978187639011406,26.08064400025865,23.618090452261303,1.089156951198049,12.204787637178791,60.0,Battery Park City-Lower Manhattan,1.0,Battery Park City-Lower Manhattan,1.0,20.2970297029703,60.0,8.121827411167512,1.3157894736842104,25.272651859403354,Moderate Risk,210
Douglaston-Little Neck,1326.0,18.0,32.0,826.0,33.0,894.0,1853.0,491.0,273.0,127.0,435.0,769.0,1141.0,528.0,46.0,79.0,88.0,682.0,895.0,1141.0,QN1103,Queens,133.0,9.969924812030076,6.7218045112781954,5.7819548872180455,6.7293233082706765,12.871287128712872,36.13861386138614,24.257425742574256,37.12871287128713,23.950000000000003,3.7,0.5076142131979695,3.070175438596491,2884.0,27.906976744186046,83.72093023255815,65.65891472868218,1955.0,84981.5,30.567642930107013,17.63424418691081,28.047324460527907,50.25125628140703,1.0,6.7293233082706765,36.0,Douglas Manor-Douglaston-Little Neck,0.7586206896551724,Douglas Manor-Douglaston-Little Neck,0.7586206896551724,24.257425742574256,36.0,0.5076142131979695,3.070175438596491,21.864402509342046,Low Risk,211
Grasmere-Arrochar-South Beach-Dongan Hills,4232.0,74.0,163.0,1946.0,199.0,2289.0,7111.0,1103.0,1365.0,757.0,1007.0,2318.0,3420.0,1197.0,169.0,390.0,231.0,1646.0,2436.0,3420.0,SI0201,Staten Island,384.0,11.020833333333334,5.9609375,6.036458333333333,6.34375,18.316831683168317,39.10891089108911,13.861386138613865,34.65346534653465,83.075,5.2,27.918781725888326,8.991228070175438,2430.0,49.6,76.0,71.76,1950.0,99458.0,66.45542993993297,9.842619061788795,18.620572186115428,28.643216080402013,1.0483217557530449,6.0513386898501125,30.0,Grasmere-Arrochar-Ft. Wadsworth,1.0,Grasmere-Arrochar-Ft. Wadsworth,1.0,13.861386138613863,30.0,27.918781725888326,8.991228070175438,21.455178005328342,Low Risk,212
Bay Terrace-Clearview,1338.0,21.0,44.0,870.0,34.0,948.0,1887.0,440.0,235.0,157.0,506.0,588.0,771.0,323.0,63.0,74.0,37.0,437.0,611.0,771.0,QN0703,Queens,141.0,9.48936170212766,6.723404255319149,4.170212765957447,4.333333333333333,11.386138613861387,22.277227722772277,24.752475247524753,18.316831683168317,33.19473684210526,3.9,6.091370558375635,4.385964912280701,4229.0,2.857142857142857,88.57142857142857,57.135714285714286,1970.0,84981.5,30.567642930107013,17.63424418691081,28.047324460527907,65.82914572864321,1.0,4.333333333333333,18.0,Ft. Totten-Bay Terrace-Clearview,0.7924528301886793,Ft. Totten-Bay Terrace-Clearview,0.7924528301886793,24.752475247524753,18.0,6.091370558375635,4.385964912280701,20.384825995638977,Low Risk,213
Maspeth,8999.0,157.0,225.0,5842.0,332.0,6341.0,13075.0,3353.0,1568.0,1254.0,2824.0,2015.0,3678.0,1009.0,248.0,496.0,238.0,1590.0,2572.0,3678.0,QN0501,Queens,1001.0,8.99000999000999,6.334665334665335,2.012987012987013,2.5694305694305695,10.396039603960396,2.4752475247524752,19.306930693069308,3.4653465346534658,76.0842105263158,6.4,26.903553299492383,14.912280701754383,3655.0,68.04435483870968,82.25806451612904,83.3850806451613,1930.0,84981.5,30.567642930107013,17.63424418691081,28.047324460527907,45.7286432160804,1.0,2.5694305694305695,2.5,Maspeth,1.0,Maspeth,1.0,19.306930693069308,2.5,26.903553299492383,14.912280701754385,18.607496294690467,Low Risk,214
Middle Village,6706.0,88.0,103.0,3684.0,258.0,4033.0,10696.0,2368.0,1502.0,1244.0,1592.0,2647.0,3960.0,1327.0,165.0,350.0,322.0,1830.0,2667.0,3960.0,QN0504,Queens,639.0,10.49452269170579,6.311424100156494,4.142410015649452,4.173708920187793,15.346534653465346,21.782178217821784,16.831683168316832,16.831683168316832,59.3171875,5.4,21.31979695431472,9.86842105263158,3382.0,50.078492935635786,78.02197802197803,72.9105180533752,1949.0,84981.5,30.567642930107013,17.63424418691081,28.047324460527907,34.67336683417086,1.0,4.173708920187793,16.5,Middle Village,1.0,Middle Village,1.0,16.831683168316832,16.5,21.31979695431472,9.868421052631579,18.386064182669813,Low Risk,215
Upper East Side-Carnegie Hill,11442.0,174.0,200.0,5086.0,712.0,5998.0,19261.0,3993.0,2985.0,2417.0,2047.0,5030.0,7283.0,2628.0,292.0,557.0,534.0,3686.0,5069.0,7283.0,MN0802,Manhattan,1141.0,10.028045574057844,5.2567922874671345,4.408413672217353,4.442594215600351,13.366336633663368,25.247524752475247,8.91089108910891,19.306930693069308,29.257142857142856,4.8,2.030456852791878,5.263157894736842,28195.0,89.12248628884826,96.25228519195612,111.52285191956123,1910.0,112969.0,51.369159385915786,13.978187639011406,26.08064400025865,94.9748743718593,1.089156951198049,4.07892931382717,15.0,Upper East Side-Carnegie Hill,1.0,Upper East Side-Carnegie Hill,1.0,8.91089108910891,15.0,2.030456852791878,5.263157894736842,17.116319818687504,Low Risk,216
Auburndale,3919.0,70.0,152.0,2169.0,126.0,2421.0,5935.0,1165.0,1034.0,491.0,1229.0,1430.0,2307.0,741.0,142.0,211.0,191.0,1104.0,1648.0,2307.0,QN1101,Queens,424.0,9.242924528301886,5.709905660377358,3.3726415094339623,3.8867924528301887,10.891089108910892,12.376237623762377,10.396039603960396,13.861386138613865,47.225,3.5,13.705583756345176,2.631578947368421,2268.0,46.53937947494033,84.96420047732697,72.83293556085918,1950.0,84981.5,30.567642930107013,17.63424418691081,28.047324460527907,53.768844221105525,1.0,3.8867924528301887,13.0,Auburndale,1.0,Auburndale,1.0,10.396039603960396,13.0,13.705583756345177,2.631578947368421,14.881549896672972,Low Risk,217
New Springville-Willowbrook-Bulls Head-Travis,3470.0,10.0,160.0,2060.0,97.0,2256.0,5031.0,793.0,897.0,332.0,1448.0,1404.0,2366.0,333.0,200.0,175.0,190.0,780.0,1345.0,2366.0,SI0204,Staten Island,357.0,9.719887955182072,6.319327731092437,3.9327731092436977,3.76750700280112,11.88118811881188,18.81188118811881,17.82178217821782,12.871287128712872,60.244,5.8,22.33502538071066,10.526315789473683,3032.0,2.898550724637681,34.20289855072463,43.36231884057971,1981.0,99458.0,66.45542993993297,9.842619061788795,18.620572186115428,3.5175879396984926,1.0483217557530449,3.593846051677896,11.5,New Springville-Bloomfield-Travis,0.717948717948718,New Springville-Bloomfield-Travis,0.717948717948718,17.82178217821782,11.5,22.33502538071066,10.526315789473683,14.61924589199838,Low Risk,218
Westerleigh-Castleton Corners,1752.0,4.0,95.0,855.0,106.0,1008.0,2794.0,316.0,616.0,213.0,607.0,825.0,1567.0,315.0,132.0,130.0,112.0,566.0,940.0,1567.0,SI0105,Staten Island,257.0,6.817120622568093,3.922178988326848,3.21011673151751,3.657587548638132,4.9504950495049505,10.891089108910892,1.98019801980198,12.376237623762377,64.69777777777777,6.6,24.36548223350254,16.00877192982456,1018.0,39.9209486166008,78.65612648221344,69.49407114624506,1955.0,99458.0,66.45542993993297,9.842619061788795,18.620572186115428,36.68341708542713,1.0483217557530449,3.4889932681123876,10.0,Westerleigh,1.0,Westerleigh,1.0,1.9801980198019802,10.0,24.36548223350254,16.00877192982456,14.0368133506575,Low Risk,219
Queensboro Hill,3079.0,37.0,87.0,1985.0,147.0,2186.0,4472.0,1044.0,565.0,414.0,1056.0,843.0,1524.0,428.0,83.0,139.0,110.0,659.0,991.0,1524.0,QN0706,Queens,380.0,8.102631578947369,5.752631578947368,2.218421052631579,2.607894736842105,7.920792079207921,3.96039603960396,10.891089108910892,3.96039603960396,105.0,5.9,32.99492385786802,11.403508771929824,1084.0,27.32095490716181,67.10875331564988,60.241379310344826,1955.0,84981.5,30.567642930107013,17.63424418691081,28.047324460527907,16.582914572864322,1.0,2.607894736842105,3.0,Queensboro Hill,1.0,Queensboro Hill,1.0,10.891089108910892,3.0,32.99492385786802,11.403508771929824,13.985129277322779,Low Risk,220
Tribeca-Civic Center,3286.0,40.0,81.0,1590.0,166.0,1824.0,5081.0,1367.0,713.0,541.0,665.0,1054.0,1600.0,494.0,139.0,91.0,122.0,809.0,1161.0,1600.0,MN0102,Manhattan,389.0,8.447300771208226,4.688946015424165,2.709511568123393,2.9845758354755785,9.405940594059404,7.425742574257425,5.9405940594059405,8.415841584158416,44.88,4.9,11.928934010152284,6.798245614035088,7340.0,89.10081743869209,89.91825613079018,125.01907356948227,1894.0,112969.0,51.369159385915786,13.978187639011406,26.08064400025865,70.85427135678391,1.089156951198049,2.7402623948666074,4.5,SoHo-TriBeCa-Civic Center-Little Italy,0.6896551724137931,SoHo-TriBeCa-Civic Center-Little Italy,0.6896551724137931,5.9405940594059405,4.5,11.928934010152284,6.798245614035088,13.398128997635894,Low Risk,221
Bayside,3387.0,40.0,106.0,2067.0,127.0,2284.0,5001.0,973.0,802.0,406.0,1206.0,1636.0,2545.0,929.0,173.0,253.0,215.0,1243.0,1884.0,2545.0,QN1102,Queens,408.0,8.301470588235293,5.598039215686274,4.009803921568627,4.617647058823529,8.91089108910891,19.306930693069308,9.9009900990099,21.287128712871286,30.194736842105264,3.8,4.060913705583756,3.728070175438596,2971.0,35.98014888337469,76.92307692307693,67.28535980148884,1955.0,84981.5,30.567642930107013,17.63424418691081,28.047324460527907,32.663316582914575,1.0,4.617647058823529,20.0,Bayside-Bayside Hills,1.0,Bayside-Bayside Hills,1.0,9.900990099009901,20.0,4.060913705583756,3.7280701754385963,12.608021955426969,Low Risk,222
Whitestone-Beechhurst,1750.0,14.0,48.0,1054.0,74.0,1152.0,2539.0,460.0,391.0,199.0,700.0,620.0,992.0,334.0,86.0,97.0,84.0,467.0,734.0,992.0,QN0702,Queens,255.0,6.862745098039215,4.517647058823529,2.4313725490196076,2.8784313725490196,5.445544554455446,5.445544554455446,4.9504950495049505,6.9306930693069315,53.280851063829786,5.0,17.766497461928935,7.894736842105263,1744.0,40.87301587301587,82.53968253968253,73.5952380952381,1950.0,84981.5,30.567642930107013,17.63424418691081,28.047324460527907,46.733668341708544,1.0,2.8784313725490196,5.5,Whitestone,0.6451612903225806,Whitestone,0.6451612903225806,4.9504950495049505,5.5,17.766497461928935,7.894736842105263,12.271025367723917,Low Risk,223
New Dorp-Midland Beach,2220.0,32.0,63.0,1243.0,111.0,1393.0,3412.0,373.0,638.0,277.0,932.0,916.0,1918.0,329.0,124.0,166.0,176.0,761.0,1227.0,1918.0,SI0202,Staten Island,347.0,6.3976945244956775,4.014409221902017,2.639769452449568,3.5360230547550433,3.4653465346534658,6.9306930693069315,3.4653465346534658,10.396039603960396,50.309375,7.4,16.243654822335024,17.543859649122805,1257.0,37.08206686930091,61.09422492401215,60.66869300911854,1965.0,99458.0,66.45542993993297,9.842619061788795,18.620572186115428,11.055276381909549,1.0483217557530449,3.373032215872501,9.0,New Dorp-Midland Beach,1.0,New Dorp-Midland Beach,1.0,3.4653465346534658,9.0,16.243654822335024,17.543859649122805,10.27544151042242,Low Risk,224
Freshkills Park (South),10.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,SI0391,Staten Island,5.0,2.0,2.0,0.4,0.0,0.495049504950495,1.4851485148514851,0.495049504950495,0.99009900990099,53.6032,7.5,19.035532994923855,19.29824561403509,9.0,0.0,0.0,19.4,2008.0,99458.0,66.45542993993297,9.842619061788795,18.620572186115428,1.0050251256281406,1.0483217557530449,0.0,0.5,Forest Hills,0.6666666666666666,Forest Hills,0.6666666666666666,0.49504950495049505,0.5,19.035532994923855,19.298245614035086,7.075860805137997,Low Risk,225
Annadale-Huguenot-Prince's Bay-Woodrow,1304.0,7.0,97.0,690.0,48.0,808.0,1954.0,163.0,416.0,117.0,608.0,1202.0,1994.0,247.0,131.0,98.0,89.0,516.0,834.0,1994.0,SI0304,Staten Island,233.0,5.5965665236051505,3.467811158798283,5.1587982832618025,3.5793991416309012,2.4752475247524752,30.693069306930692,1.4851485148514851,11.88118811881188,30.5,6.2,5.583756345177665,13.37719298245614,394.0,3.930131004366813,18.777292576419217,35.07423580786026,1994.0,99458.0,66.45542993993297,9.842619061788795,18.620572186115428,2.512562814070352,1.0483217557530449,3.4144089083219473,9.5,Annadale-Huguenot-Prince's Bay-Eltingville,1.0,Annadale-Huguenot-Prince's Bay-Eltingville,1.0,1.4851485148514851,9.5,5.583756345177665,13.37719298245614,6.195131052266434,Low Risk,226
Arden Heights-Rossville,933.0,3.0,46.0,567.0,29.0,625.0,1293.0,112.0,244.0,58.0,519.0,413.0,772.0,106.0,66.0,52.0,64.0,292.0,474.0,772.0,SI0303,Staten Island,197.0,4.7360406091370555,3.1725888324873095,2.0964467005076144,2.4060913705583755,0.99009900990099,2.9702970297029703,0.99009900990099,2.4752475247524752,48.57,1.8,15.736040609137056,0.8771929824561403,354.0,2.094240837696335,12.041884816753926,37.424083769633505,1988.0,99458.0,66.45542993993297,9.842619061788795,18.620572186115428,2.0100502512562812,1.0483217557530449,2.295184047601873,1.5,Arden Heights,1.0,Arden Heights,1.0,0.9900990099009901,1.5,15.736040609137056,0.8771929824561403,4.151821797291758,Low Risk,227
Great Kills-Eltingville,2585.0,4.0,101.0,1435.0,95.0,1585.0,3832.0,472.0,773.0,237.0,1103.0,1122.0,1996.0,270.0,179.0,167.0,130.0,606.0,1082.0,1996.0,SI0302,Staten Island,404.0,6.398514851485149,3.9232673267326734,2.777227722772277,2.6782178217821784,3.96039603960396,8.415841584158416,2.4752475247524752,4.455445544554455,42.65384615384615,3.8,9.137055837563452,3.728070175438596,1578.0,12.40506329113924,47.848101265822784,49.30379746835443,1980.0,99458.0,66.45542993993297,9.842619061788795,18.620572186115428,5.025125628140704,1.0483217557530449,2.554766995041827,2.0,Great Kills,1.0,Great Kills,1.0,2.4752475247524752,2.0,9.137055837563452,3.7280701754385963,4.1317085140682925,Low Risk,228
